ID,tool,level
84,Stack Overflow for Teams,
84,Jira,
85,C,
85,C#,
85,C++,
85,HTML/CSS,Worked with in PAST year
85,Java,
85,JavaScript,Worked with in PAST year
85,Kotlin,
85,PHP,Worked with in PAST year
85,Python,Worked with in PAST year
85,Ruby,
85,SQL,Worked with in PAST year
85,Swift,
85,TypeScript,Worked with in PAST year
85,Android,
85,Arduino,
85,AWS,Worked with in PAST year
85,Docker,Worked with in PAST year
85,Google Cloud Platform,Worked with in PAST year
85,Heroku,Worked with in PAST year
85,IBM Cloud or Watson,
85,iOS,
85,Linux,Worked with in PAST year
85,MacOS,
85,Microsoft Azure,
85,Raspberry Pi,
85,Windows,Worked with in PAST year
85,WordPress,Worked with in PAST year
85,Angular,Worked with in PAST year
85,ASP.NET,
85,Django,
85,Express,Worked with in PAST year
85,jQuery,Worked with in PAST year
85,Laravel,Worked with in PAST year
85,React.js,Worked with in PAST year
85,Ruby on Rails,
85,Vue.js,Worked with in PAST year
85,Spring,
85,.NET,
85,.NET Core,
85,Flutter,Worked with in PAST year
85,Node.js,Worked with in PAST year
85,Puppet,
85,React Native,Worked with in PAST year
85,Deno.js,
85,GitHub,Worked with in PAST year
85,GitLab,Worked with in PAST year
85,Facebook Workplace,
85,Slack,Worked with in PAST year
85,Microsoft Teams,Worked with in PAST year
85,Microsoft Azure2,
85,Trello,Worked with in PAST year
85,"Google Suite (Docs, Meet, etc)",Worked with in PAST year
85,Stack Overflow for Teams,Worked with in PAST year
85,Jira,
86,C,
86,C#,
86,C++,
86,HTML/CSS,
86,Java,
86,JavaScript,Worked with in PAST year
86,Kotlin,Worked with in PAST year
86,PHP,
86,Python,
86,Ruby,
86,SQL,
86,Swift,
86,TypeScript,Want to work with NEXT year
86,Android,
86,Arduino,
86,AWS,
86,Docker,
86,Google Cloud Platform,
86,Heroku,
86,IBM Cloud or Watson,
86,iOS,
86,Linux,
86,MacOS,Worked with in PAST year
86,Microsoft Azure,Both
86,Raspberry Pi,
86,Windows,
86,WordPress,
86,Angular,
86,ASP.NET,
86,Django,
86,Express,Both
86,jQuery,
86,Laravel,
86,React.js,Both
86,Ruby on Rails,
86,Vue.js,
86,Spring,
86,.NET,
86,.NET Core,
86,Flutter,Both
86,Node.js,Both
86,Puppet,
86,React Native,
86,Deno.js,
86,GitHub,Both
86,GitLab,
86,Facebook Workplace,
86,Slack,Both
86,Microsoft Teams,
86,Microsoft Azure2,
86,Trello,Worked with in PAST year
86,"Google Suite (Docs, Meet, etc)",
86,Stack Overflow for Teams,
86,Jira,
87,C,
87,C#,
87,C++,
87,HTML/CSS,
87,Java,
87,JavaScript,
87,Kotlin,
87,PHP,
87,Python,
87,Ruby,
87,SQL,
87,Swift,
87,TypeScript,
87,Android,
87,Arduino,
87,AWS,
87,Docker,
87,Google Cloud Platform,
87,Heroku,
87,IBM Cloud or Watson,
87,iOS,
87,Linux,
87,MacOS,
87,Microsoft Azure,
87,Raspberry Pi,
87,Windows,
87,WordPress,
87,Angular,Both
87,ASP.NET,Worked with in PAST year
87,Django,
87,Express,Want to work with NEXT year
87,jQuery,Worked with in PAST year
87,Laravel,Both
87,React.js,
87,Ruby on Rails,
87,Vue.js,
87,Spring,
87,.NET,Worked with in PAST year
87,.NET Core,Worked with in PAST year
87,Flutter,Both
87,Node.js,Want to work with NEXT year
87,Puppet,
87,React Native,
87,Deno.js,
87,GitHub,
87,GitLab,
87,Facebook Workplace,
87,Slack,
87,Microsoft Teams,
87,Microsoft Azure2,Both
87,Trello,Worked with in PAST year
87,"Google Suite (Docs, Meet, etc)",
87,Stack Overflow for Teams,
87,Jira,
88,C,Worked with in PAST year
88,C#,Worked with in PAST year
88,C++,
88,HTML/CSS,
88,Java,Worked with in PAST year
88,JavaScript,
88,Kotlin,
88,PHP,Worked with in PAST year
88,Python,Want to work with NEXT year
88,Ruby,Both
88,SQL,Both
88,Swift,
88,TypeScript,
88,Android,
88,Arduino,
88,AWS,
88,Docker,
88,Google Cloud Platform,Want to work with NEXT year
88,Heroku,
88,IBM Cloud or Watson,
88,iOS,
88,Linux,Want to work with NEXT year
88,MacOS,
88,Microsoft Azure,
88,Raspberry Pi,
88,Windows,Both
88,WordPress,
88,Angular,
88,ASP.NET,
88,Django,
88,Express,
88,jQuery,
88,Laravel,
88,React.js,
88,Ruby on Rails,
88,Vue.js,
88,Spring,
88,.NET,Both
88,.NET Core,
88,Flutter,Both
88,Node.js,Want to work with NEXT year
88,Puppet,
88,React Native,
88,Deno.js,
88,GitHub,Want to work with NEXT year
88,GitLab,
88,Facebook Workplace,
88,Slack,
88,Microsoft Teams,Want to work with NEXT year
88,Microsoft Azure2,Want to work with NEXT year
88,Trello,
88,"Google Suite (Docs, Meet, etc)",
88,Stack Overflow for Teams,Both
88,Jira,
89,C,
89,C#,
89,C++,Worked with in PAST year
89,HTML/CSS,Both
89,Java,Both
89,JavaScript,Both
89,Kotlin,Worked with in PAST year
89,PHP,Both
89,Python,Worked with in PAST year
89,Ruby,
89,SQL,Both
89,Swift,
89,TypeScript,
89,Android,Both
89,Arduino,Both
89,AWS,
89,Docker,
89,Google Cloud Platform,
89,Heroku,
89,IBM Cloud or Watson,
89,iOS,Both
89,Linux,
89,MacOS,Both
89,Microsoft Azure,
89,Raspberry Pi,
89,Windows,Both
89,WordPress,Both
89,Angular,
89,ASP.NET,
89,Django,
89,Express,
89,jQuery,
89,Laravel,Both
89,React.js,Worked with in PAST year
89,Ruby on Rails,
89,Vue.js,
89,Spring,
89,.NET,
89,.NET Core,
89,Flutter,Both
89,Node.js,Both
89,Puppet,
89,React Native,
89,Deno.js,
89,GitHub,Both
89,GitLab,
89,Facebook Workplace,
89,Slack,Both
89,Microsoft Teams,
89,Microsoft Azure2,
89,Trello,
89,"Google Suite (Docs, Meet, etc)",Both
89,Stack Overflow for Teams,Both
89,Jira,
90,C,
90,C#,Want to work with NEXT year
90,C++,
90,HTML/CSS,Worked with in PAST year
90,Java,Worked with in PAST year
90,JavaScript,
90,Kotlin,Worked with in PAST year
90,PHP,Worked with in PAST year
90,Python,
90,Ruby,Worked with in PAST year
90,SQL,
90,Swift,Want to work with NEXT year
90,TypeScript,Want to work with NEXT year
90,Android,Both
90,Arduino,
90,AWS,Both
90,Docker,Both
90,Google Cloud Platform,Both
90,Heroku,Worked with in PAST year
90,IBM Cloud or Watson,
90,iOS,Both
90,Linux,Worked with in PAST year
90,MacOS,Both
90,Microsoft Azure,Worked with in PAST year
90,Raspberry Pi,
90,Windows,Worked with in PAST year
90,WordPress,Worked with in PAST year
90,Angular,
90,ASP.NET,
90,Django,
90,Express,Both
90,jQuery,
90,Laravel,Worked with in PAST year
90,React.js,
90,Ruby on Rails,Worked with in PAST year
90,Vue.js,Worked with in PAST year
90,Spring,Worked with in PAST year
90,.NET,
90,.NET Core,
90,Flutter,Both
90,Node.js,Both
90,Puppet,
90,React Native,
90,Deno.js,Want to work with NEXT year
90,GitHub,Both
90,GitLab,Both
90,Facebook Workplace,
90,Slack,Worked with in PAST year
90,Microsoft Teams,Worked with in PAST year
90,Microsoft Azure2,
90,Trello,Worked with in PAST year
90,"Google Suite (Docs, Meet, etc)",Both
90,Stack Overflow for Teams,
90,Jira,
91,C,
91,C#,
91,C++,
91,HTML/CSS,Both
91,Java,
91,JavaScript,
91,Kotlin,
91,PHP,
91,Python,
91,Ruby,
91,SQL,
91,Swift,
91,TypeScript,
91,Android,
91,Arduino,Both
91,AWS,
91,Docker,
91,Google Cloud Platform,
91,Heroku,
91,IBM Cloud or Watson,
91,iOS,
91,Linux,
91,MacOS,
91,Microsoft Azure,Want to work with NEXT year
91,Raspberry Pi,
91,Windows,
91,WordPress,
91,Angular,
91,ASP.NET,
91,Django,Want to work with NEXT year
91,Express,
91,jQuery,
91,Laravel,
91,React.js,Both
91,Ruby on Rails,
91,Vue.js,Both
91,Spring,
91,.NET,
91,.NET Core,
91,Flutter,Want to work with NEXT year
91,Node.js,Both
91,Puppet,
91,React Native,Want to work with NEXT year
91,Deno.js,
91,GitHub,Both
91,GitLab,
91,Facebook Workplace,
91,Slack,Both
91,Microsoft Teams,Both
91,Microsoft Azure2,
91,Trello,
91,"Google Suite (Docs, Meet, etc)",Both
91,Stack Overflow for Teams,Both
91,Jira,
92,C,
92,C#,
92,C++,
92,HTML/CSS,Both
92,Java,
92,JavaScript,Both
92,Kotlin,
92,PHP,
92,Python,
92,Ruby,
92,SQL,
92,Swift,
92,TypeScript,
92,Android,
92,Arduino,
92,AWS,
92,Docker,
92,Google Cloud Platform,
92,Heroku,Both
92,IBM Cloud or Watson,
92,iOS,
92,Linux,
92,MacOS,
92,Microsoft Azure,Both
92,Raspberry Pi,
92,Windows,Both
92,WordPress,
92,Angular,
92,ASP.NET,
92,Django,Both
92,Express,
92,jQuery,
92,Laravel,
92,React.js,Both
92,Ruby on Rails,
92,Vue.js,
92,Spring,
92,.NET,
92,.NET Core,
92,Flutter,Want to work with NEXT year
92,Node.js,Want to work with NEXT year
92,Puppet,
92,React Native,Want to work with NEXT year
92,Deno.js,
92,GitHub,Both
92,GitLab,
92,Facebook Workplace,
92,Slack,
92,Microsoft Teams,Both
92,Microsoft Azure2,Both
92,Trello,
92,"Google Suite (Docs, Meet, etc)",
92,Stack Overflow for Teams,Both
92,Jira,
93,C,Worked with in PAST year
93,C#,
93,C++,Worked with in PAST year
93,HTML/CSS,Both
93,Java,Both
93,JavaScript,Both
93,Kotlin,Want to work with NEXT year
93,PHP,
93,Python,Both
93,Ruby,Want to work with NEXT year
93,SQL,Want to work with NEXT year
93,Swift,Want to work with NEXT year
93,TypeScript,Both
93,Android,Want to work with NEXT year
93,Arduino,Both
93,AWS,Want to work with NEXT year
93,Docker,Both
93,Google Cloud Platform,Both
93,Heroku,Both
93,IBM Cloud or Watson,Want to work with NEXT year
93,iOS,Want to work with NEXT year
93,Linux,Both
93,MacOS,Both
93,Microsoft Azure,Want to work with NEXT year
93,Raspberry Pi,Both
93,Windows,Both
93,WordPress,Want to work with NEXT year
93,Angular,Both
93,ASP.NET,Want to work with NEXT year
93,Django,Worked with in PAST year
93,Express,Both
93,jQuery,Want to work with NEXT year
93,Laravel,Want to work with NEXT year
93,React.js,Both
93,Ruby on Rails,Want to work with NEXT year
93,Vue.js,Want to work with NEXT year
93,Spring,Worked with in PAST year
93,.NET,Want to work with NEXT year
93,.NET Core,Want to work with NEXT year
93,Flutter,Both
93,Node.js,Both
93,Puppet,Want to work with NEXT year
93,React Native,Worked with in PAST year
93,Deno.js,Want to work with NEXT year
93,GitHub,Both
93,GitLab,Both
93,Facebook Workplace,Want to work with NEXT year
93,Slack,Both
93,Microsoft Teams,Both
93,Microsoft Azure2,Want to work with NEXT year
93,Trello,Worked with in PAST year
93,"Google Suite (Docs, Meet, etc)",Both
93,Stack Overflow for Teams,Want to work with NEXT year
93,Jira,Want to work with NEXT year
94,C,
94,C#,
94,C++,Worked with in PAST year
94,HTML/CSS,Worked with in PAST year
94,Java,Worked with in PAST year
94,JavaScript,
94,Kotlin,
94,PHP,Want to work with NEXT year
94,Python,Both
94,Ruby,
94,SQL,
94,Swift,
94,TypeScript,
94,Android,
94,Arduino,
94,AWS,
94,Docker,
94,Google Cloud Platform,
94,Heroku,
94,IBM Cloud or Watson,Worked with in PAST year
94,iOS,
94,Linux,
94,MacOS,
94,Microsoft Azure,
94,Raspberry Pi,
94,Windows,Worked with in PAST year
94,WordPress,Worked with in PAST year
94,Angular,Want to work with NEXT year
94,ASP.NET,
94,Django,Want to work with NEXT year
94,Express,
94,jQuery,
94,Laravel,
94,React.js,
94,Ruby on Rails,
94,Vue.js,
94,Spring,
94,.NET,
94,.NET Core,
94,Flutter,Want to work with NEXT year
94,Node.js,
94,Puppet,
94,React Native,
94,Deno.js,
94,GitHub,Worked with in PAST year
94,GitLab,
94,Facebook Workplace,
94,Slack,
94,Microsoft Teams,Worked with in PAST year
94,Microsoft Azure2,
94,Trello,
94,"Google Suite (Docs, Meet, etc)",
94,Stack Overflow for Teams,
94,Jira,
95,C,Worked with in PAST year
95,C#,Want to work with NEXT year
95,C++,Both
95,HTML/CSS,Both
95,Java,Both
95,JavaScript,Both
95,Kotlin,Want to work with NEXT year
95,PHP,Worked with in PAST year
95,Python,Both
95,Ruby,Worked with in PAST year
95,SQL,
95,Swift,Want to work with NEXT year
95,TypeScript,Both
95,Android,Both
95,Arduino,Both
95,AWS,Want to work with NEXT year
95,Docker,Want to work with NEXT year
95,Google Cloud Platform,Want to work with NEXT year
95,Heroku,Both
95,IBM Cloud or Watson,Want to work with NEXT year
95,iOS,Want to work with NEXT year
95,Linux,Both
95,MacOS,Want to work with NEXT year
95,Microsoft Azure,Want to work with NEXT year
95,Raspberry Pi,Want to work with NEXT year
95,Windows,Both
95,WordPress,Want to work with NEXT year
95,Angular,Worked with in PAST year
95,ASP.NET,Want to work with NEXT year
95,Django,Both
95,Express,Both
95,jQuery,Both
95,Laravel,Worked with in PAST year
95,React.js,Both
95,Ruby on Rails,Worked with in PAST year
95,Vue.js,Want to work with NEXT year
95,Spring,Want to work with NEXT year
95,.NET,Want to work with NEXT year
95,.NET Core,Want to work with NEXT year
95,Flutter,Both
95,Node.js,Both
95,Puppet,Want to work with NEXT year
95,React Native,Both
95,Deno.js,Want to work with NEXT year
95,GitHub,Both
95,GitLab,Want to work with NEXT year
95,Facebook Workplace,Want to work with NEXT year
95,Slack,Both
95,Microsoft Teams,Both
95,Microsoft Azure2,Want to work with NEXT year
95,Trello,Both
95,"Google Suite (Docs, Meet, etc)",Both
95,Stack Overflow for Teams,Want to work with NEXT year
95,Jira,Want to work with NEXT year
96,C,
96,C#,Both
96,C++,Both
96,HTML/CSS,Both
96,Java,Both
96,JavaScript,Both
96,Kotlin,Both
96,PHP,Both
96,Python,Both
96,Ruby,
96,SQL,Both
96,Swift,
96,TypeScript,Both
96,Android,Both
96,Arduino,
96,AWS,Want to work with NEXT year
96,Docker,
96,Google Cloud Platform,
96,Heroku,Both
96,IBM Cloud or Watson,
96,iOS,Want to work with NEXT year
96,Linux,Both
96,MacOS,Want to work with NEXT year
96,Microsoft Azure,Both
96,Raspberry Pi,
96,Windows,Worked with in PAST year
96,WordPress,
96,Angular,
96,ASP.NET,Both
96,Django,
96,Express,Both
96,jQuery,Both
96,Laravel,Both
96,React.js,Both
96,Ruby on Rails,
96,Vue.js,Both
96,Spring,Both
96,.NET,
96,.NET Core,Both
96,Flutter,Want to work with NEXT year
96,Node.js,Both
96,Puppet,
96,React Native,
96,Deno.js,
96,GitHub,Both
96,GitLab,
96,Facebook Workplace,
96,Slack,Both
96,Microsoft Teams,Both
96,Microsoft Azure2,Both
96,Trello,Both
96,"Google Suite (Docs, Meet, etc)",
96,Stack Overflow for Teams,
96,Jira,
97,C,
97,C#,
97,C++,
97,HTML/CSS,
97,Java,
97,JavaScript,
97,Kotlin,
97,PHP,
97,Python,
97,Ruby,
97,SQL,
97,Swift,
97,TypeScript,
97,Android,
97,Arduino,
97,AWS,
97,Docker,
97,Google Cloud Platform,
97,Heroku,
97,IBM Cloud or Watson,
97,iOS,
97,Linux,
97,MacOS,
97,Microsoft Azure,
97,Raspberry Pi,
97,Windows,
97,WordPress,
97,Angular,
97,ASP.NET,
97,Django,
97,Express,
97,jQuery,
97,Laravel,
97,React.js,
97,Ruby on Rails,
97,Vue.js,
97,Spring,
97,.NET,Both
97,.NET Core,Both
97,Flutter,Both
97,Node.js,Want to work with NEXT year
97,Puppet,
97,React Native,
97,Deno.js,
97,GitHub,Both
97,GitLab,
97,Facebook Workplace,
97,Slack,Both
97,Microsoft Teams,
97,Microsoft Azure2,
97,Trello,
97,"Google Suite (Docs, Meet, etc)",
97,Stack Overflow for Teams,Both
97,Jira,
98,C,
98,C#,
98,C++,Want to work with NEXT year
98,HTML/CSS,Both
98,Java,Want to work with NEXT year
98,JavaScript,Want to work with NEXT year
98,Kotlin,
98,PHP,
98,Python,Both
98,Ruby,
98,SQL,Want to work with NEXT year
98,Swift,
98,TypeScript,
98,Android,Want to work with NEXT year
98,Arduino,
98,AWS,Want to work with NEXT year
98,Docker,
98,Google Cloud Platform,Want to work with NEXT year
98,Heroku,Want to work with NEXT year
98,IBM Cloud or Watson,Worked with in PAST year
98,iOS,Want to work with NEXT year
98,Linux,Both
98,MacOS,
98,Microsoft Azure,
98,Raspberry Pi,
98,Windows,Both
98,WordPress,
98,Angular,
98,ASP.NET,
98,Django,Want to work with NEXT year
98,Express,
98,jQuery,Want to work with NEXT year
98,Laravel,
98,React.js,Want to work with NEXT year
98,Ruby on Rails,
98,Vue.js,Want to work with NEXT year
98,Spring,
98,.NET,
98,.NET Core,Want to work with NEXT year
98,Flutter,Want to work with NEXT year
98,Node.js,Want to work with NEXT year
98,Puppet,
98,React Native,Want to work with NEXT year
98,Deno.js,
98,GitHub,Both
98,GitLab,Want to work with NEXT year
98,Facebook Workplace,
98,Slack,
98,Microsoft Teams,
98,Microsoft Azure2,
98,Trello,
98,"Google Suite (Docs, Meet, etc)",Want to work with NEXT year
98,Stack Overflow for Teams,
98,Jira,
99,C,
99,C#,
99,C++,
99,HTML/CSS,Both
99,Java,
99,JavaScript,Both
99,Kotlin,
99,PHP,Both
99,Python,
99,Ruby,
99,SQL,Both
99,Swift,
99,TypeScript,
99,Android,
99,Arduino,
99,AWS,
99,Docker,
99,Google Cloud Platform,
99,Heroku,Both
99,IBM Cloud or Watson,
99,iOS,
99,Linux,Both
99,MacOS,
99,Microsoft Azure,
99,Raspberry Pi,
99,Windows,Both
99,WordPress,Both
99,Angular,
99,ASP.NET,
99,Django,
99,Express,
99,jQuery,
99,Laravel,Want to work with NEXT year
99,React.js,
99,Ruby on Rails,
99,Vue.js,Want to work with NEXT year
99,Spring,
99,.NET,
99,.NET Core,
99,Flutter,
99,Node.js,Both
99,Puppet,
99,React Native,
99,Deno.js,
99,GitHub,Both
99,GitLab,Worked with in PAST year
99,Facebook Workplace,
99,Slack,Both
99,Microsoft Teams,
99,Microsoft Azure2,
99,Trello,Both
99,"Google Suite (Docs, Meet, etc)",Both
99,Stack Overflow for Teams,Both
99,Jira,
100,C,
100,C#,
100,C++,
100,HTML/CSS,Worked with in PAST year
100,Java,
100,JavaScript,Want to work with NEXT year
100,Kotlin,
100,PHP,
100,Python,Want to work with NEXT year
100,Ruby,
100,SQL,
100,Swift,
100,TypeScript,
100,Android,Want to work with NEXT year
100,Arduino,
100,AWS,
100,Docker,
100,Google Cloud Platform,Want to work with NEXT year
100,Heroku,
100,IBM Cloud or Watson,
100,iOS,Want to work with NEXT year
100,Linux,
100,MacOS,Want to work with NEXT year
100,Microsoft Azure,
100,Raspberry Pi,
100,Windows,
100,WordPress,
100,Angular,
100,ASP.NET,
100,Django,Want to work with NEXT year
100,Express,
100,jQuery,
100,Laravel,
100,React.js,Want to work with NEXT year
100,Ruby on Rails,
100,Vue.js,
100,Spring,
100,.NET,
100,.NET Core,
100,Flutter,Want to work with NEXT year
100,Node.js,
100,Puppet,
100,React Native,Want to work with NEXT year
100,Deno.js,
100,GitHub,Want to work with NEXT year
100,GitLab,
100,Facebook Workplace,
100,Slack,
100,Microsoft Teams,
100,Microsoft Azure2,
100,Trello,
100,"Google Suite (Docs, Meet, etc)",Want to work with NEXT year
100,Stack Overflow for Teams,
100,Jira,
101,C,Both
101,C#,
101,C++,Both
101,HTML/CSS,Both
101,Java,
101,JavaScript,
101,Kotlin,Both
101,PHP,
101,Python,Both
101,Ruby,
101,SQL,
101,Swift,Both
101,TypeScript,
101,Android,Both
101,Arduino,Both
101,AWS,
101,Docker,
101,Google Cloud Platform,
101,Heroku,Both
101,IBM Cloud or Watson,Both
101,iOS,
101,Linux,
101,MacOS,
101,Microsoft Azure,
101,Raspberry Pi,Both
101,Windows,
101,WordPress,Both
101,Angular,
101,ASP.NET,
101,Django,
101,Express,
101,jQuery,
101,Laravel,
101,React.js,
101,Ruby on Rails,
101,Vue.js,
101,Spring,
101,.NET,
101,.NET Core,
101,Flutter,
101,Node.js,
101,Puppet,
101,React Native,
101,Deno.js,
101,GitHub,Both
101,GitLab,Both
101,Facebook Workplace,
101,Slack,Both
101,Microsoft Teams,Both
101,Microsoft Azure2,
101,Trello,
101,"Google Suite (Docs, Meet, etc)",Both
101,Stack Overflow for Teams,Both
101,Jira,Both
102,C,Worked with in PAST year
102,C#,
102,C++,
102,HTML/CSS,Both
102,Java,
102,JavaScript,
102,Kotlin,
102,PHP,Both
102,Python,Want to work with NEXT year
102,Ruby,
102,SQL,
102,Swift,
102,TypeScript,
102,Android,Want to work with NEXT year
102,Arduino,Want to work with NEXT year
102,AWS,
102,Docker,
102,Google Cloud Platform,
102,Heroku,
102,IBM Cloud or Watson,
102,iOS,
102,Linux,
102,MacOS,
102,Microsoft Azure,
102,Raspberry Pi,
102,Windows,Want to work with NEXT year
102,WordPress,
102,Angular,Want to work with NEXT year
102,ASP.NET,
102,Django,Want to work with NEXT year
102,Express,
102,jQuery,Want to work with NEXT year
102,Laravel,
102,React.js,
102,Ruby on Rails,
102,Vue.js,
102,Spring,
102,.NET,Want to work with NEXT year
102,.NET Core,
102,Flutter,Want to work with NEXT year
102,Node.js,
102,Puppet,
102,React Native,Want to work with NEXT year
102,Deno.js,
102,GitHub,Both
102,GitLab,
102,Facebook Workplace,
102,Slack,Both
102,Microsoft Teams,
102,Microsoft Azure2,
102,Trello,Both
102,"Google Suite (Docs, Meet, etc)",
102,Stack Overflow for Teams,
102,Jira,
103,C,
103,C#,
103,C++,Worked with in PAST year
103,HTML/CSS,Worked with in PAST year
103,Java,Worked with in PAST year
103,JavaScript,Worked with in PAST year
103,Kotlin,Worked with in PAST year
103,PHP,Worked with in PAST year
103,Python,Worked with in PAST year
103,Ruby,
103,SQL,Worked with in PAST year
103,Swift,Worked with in PAST year
103,TypeScript,
103,Android,Worked with in PAST year
103,Arduino,Worked with in PAST year
103,AWS,
103,Docker,Worked with in PAST year
103,Google Cloud Platform,Worked with in PAST year
103,Heroku,
103,IBM Cloud or Watson,
103,iOS,Worked with in PAST year
103,Linux,
103,MacOS,Worked with in PAST year
103,Microsoft Azure,
103,Raspberry Pi,Worked with in PAST year
103,Windows,
103,WordPress,Worked with in PAST year
103,Angular,Worked with in PAST year
103,ASP.NET,Worked with in PAST year
103,Django,
103,Express,
103,jQuery,
103,Laravel,Worked with in PAST year
103,React.js,
103,Ruby on Rails,
103,Vue.js,
103,Spring,
103,.NET,
103,.NET Core,
103,Flutter,Worked with in PAST year
103,Node.js,
103,Puppet,
103,React Native,
103,Deno.js,
103,GitHub,Worked with in PAST year
103,GitLab,
103,Facebook Workplace,
103,Slack,Worked with in PAST year
103,Microsoft Teams,
103,Microsoft Azure2,
103,Trello,
103,"Google Suite (Docs, Meet, etc)",
103,Stack Overflow for Teams,
103,Jira,
104,C,
104,C#,
104,C++,
104,HTML/CSS,Both
104,Java,
104,JavaScript,
104,Kotlin,
104,PHP,
104,Python,Both
104,Ruby,
104,SQL,
104,Swift,
104,TypeScript,
104,Android,Both
104,Arduino,
104,AWS,
104,Docker,
104,Google Cloud Platform,
104,Heroku,
104,IBM Cloud or Watson,
104,iOS,
104,Linux,
104,MacOS,
104,Microsoft Azure,
104,Raspberry Pi,
104,Windows,Both
104,WordPress,Both
104,Angular,
104,ASP.NET,
104,Django,
104,Express,Both
104,jQuery,
104,Laravel,
104,React.js,
104,Ruby on Rails,
104,Vue.js,
104,Spring,
104,.NET,Both
104,.NET Core,
104,Flutter,
104,Node.js,
104,Puppet,
104,React Native,
104,Deno.js,
104,GitHub,Both
104,GitLab,Both
104,Facebook Workplace,Both
104,Slack,
104,Microsoft Teams,
104,Microsoft Azure2,
104,Trello,
104,"Google Suite (Docs, Meet, etc)",Both
104,Stack Overflow for Teams,
104,Jira,
105,C,
105,C#,
105,C++,
105,HTML/CSS,
105,Java,Worked with in PAST year
105,JavaScript,
105,Kotlin,
105,PHP,
105,Python,Want to work with NEXT year
105,Ruby,
105,SQL,
105,Swift,
105,TypeScript,
105,Android,
105,Arduino,
105,AWS,
105,Docker,
105,Google Cloud Platform,
105,Heroku,
105,IBM Cloud or Watson,
105,iOS,
105,Linux,
105,MacOS,
105,Microsoft Azure,
105,Raspberry Pi,
105,Windows,Both
105,WordPress,Both
105,Angular,
105,ASP.NET,
105,Django,
105,Express,
105,jQuery,
105,Laravel,
105,React.js,
105,Ruby on Rails,
105,Vue.js,
105,Spring,
105,.NET,
105,.NET Core,
105,Flutter,
105,Node.js,
105,Puppet,
105,React Native,
105,Deno.js,
105,GitHub,Both
105,GitLab,
105,Facebook Workplace,
105,Slack,Both
105,Microsoft Teams,
105,Microsoft Azure2,
105,Trello,Both
105,"Google Suite (Docs, Meet, etc)",
105,Stack Overflow for Teams,
105,Jira,Both
106,C,
106,C#,
106,C++,
106,HTML/CSS,
106,Java,
106,JavaScript,
106,Kotlin,
106,PHP,
106,Python,
106,Ruby,
106,SQL,
106,Swift,
106,TypeScript,
106,Android,
106,Arduino,
106,AWS,Worked with in PAST year
106,Docker,Want to work with NEXT year
106,Google Cloud Platform,Want to work with NEXT year
106,Heroku,
106,IBM Cloud or Watson,
106,iOS,
106,Linux,Worked with in PAST year
106,MacOS,
106,Microsoft Azure,
106,Raspberry Pi,
106,Windows,
106,WordPress,
106,Angular,
106,ASP.NET,
106,Django,
106,Express,
106,jQuery,
106,Laravel,
106,React.js,
106,Ruby on Rails,
106,Vue.js,
106,Spring,
106,.NET,
106,.NET Core,
106,Flutter,
106,Node.js,
106,Puppet,
106,React Native,
106,Deno.js,
106,GitHub,Both
106,GitLab,Both
106,Facebook Workplace,Both
106,Slack,Both
106,Microsoft Teams,Both
106,Microsoft Azure2,
106,Trello,
106,"Google Suite (Docs, Meet, etc)",Both
106,Stack Overflow for Teams,
106,Jira,
107,C,
107,C#,
107,C++,
107,HTML/CSS,Both
107,Java,
107,JavaScript,Both
107,Kotlin,
107,PHP,Both
107,Python,Want to work with NEXT year
107,Ruby,
107,SQL,Both
107,Swift,
107,TypeScript,
107,Android,
107,Arduino,
107,AWS,
107,Docker,
107,Google Cloud Platform,
107,Heroku,Both
107,IBM Cloud or Watson,
107,iOS,
107,Linux,
107,MacOS,
107,Microsoft Azure,
107,Raspberry Pi,
107,Windows,Both
107,WordPress,Want to work with NEXT year
107,Angular,Want to work with NEXT year
107,ASP.NET,
107,Django,Want to work with NEXT year
107,Express,
107,jQuery,
107,Laravel,Want to work with NEXT year
107,React.js,Want to work with NEXT year
107,Ruby on Rails,
107,Vue.js,Want to work with NEXT year
107,Spring,
107,.NET,
107,.NET Core,
107,Flutter,Want to work with NEXT year
107,Node.js,Want to work with NEXT year
107,Puppet,
107,React Native,
107,Deno.js,
107,GitHub,Both
107,GitLab,
107,Facebook Workplace,
107,Slack,
107,Microsoft Teams,
107,Microsoft Azure2,
107,Trello,
107,"Google Suite (Docs, Meet, etc)",
107,Stack Overflow for Teams,
107,Jira,
108,C,
108,C#,
108,C++,Worked with in PAST year
108,HTML/CSS,
108,Java,
108,JavaScript,
108,Kotlin,
108,PHP,
108,Python,Both
108,Ruby,
108,SQL,
108,Swift,
108,TypeScript,
108,Android,
108,Arduino,Both
108,AWS,
108,Docker,Both
108,Google Cloud Platform,Worked with in PAST year
108,Heroku,
108,IBM Cloud or Watson,Both
108,iOS,
108,Linux,Both
108,MacOS,
108,Microsoft Azure,
108,Raspberry Pi,Both
108,Windows,
108,WordPress,
108,Angular,
108,ASP.NET,
108,Django,
108,Express,
108,jQuery,
108,Laravel,
108,React.js,
108,Ruby on Rails,
108,Vue.js,
108,Spring,
108,.NET,
108,.NET Core,
108,Flutter,
108,Node.js,
108,Puppet,
108,React Native,
108,Deno.js,
108,GitHub,Both
108,GitLab,Both
